<<<<<<< HEAD
"PAPER, BOARD & PACKAGING",CEPB,Century Paper & Board Mills Limited
"PAPER, BOARD & PACKAGING",CPPL,Cherat Packaging Limited
"PAPER, BOARD & PACKAGING",GEMPAPL,Pak Agro Packaging Limited(GEM)
"PAPER, BOARD & PACKAGING",IPAK,International Packaging Films Limited
"PAPER, BOARD & PACKAGING",MACFL,MACPAC Films Limited
"PAPER, BOARD & PACKAGING",MERIT,Merit Packaging Limited
"PAPER, BOARD & PACKAGING",PKGS,Packages Limited
"PAPER, BOARD & PACKAGING",PPP,Pakistan Paper Products Limited
"PAPER, BOARD & PACKAGING",RPL,Roshan Packages Limited
"PAPER, BOARD & PACKAGING",SPEL,SPEL Limited
PHARMACEUTICALS,ABOT,Abbott Laboratories (Pakistan) Limited
PHARMACEUTICALS,AGP,AGP Limited
PHARMACEUTICALS,BFBIO,BF Biosciences Limited
PHARMACEUTICALS,CPHL,Citi Pharma Ltd.
PHARMACEUTICALS,FEROZ,Ferozsons Laboratories Limited
PHARMACEUTICALS,GLAXO,GlaxoSmithKline Pakistan Limited
PHARMACEUTICALS,HALEON,Haleon Pakistan Limited
PHARMACEUTICALS,HINOON,Highnoon Laboratories Limited
PHARMACEUTICALS,HPL,Hoechst Pakistan Limited
PHARMACEUTICALS,IBLHL,IBL HealthCare Limited
PHARMACEUTICALS,LIVEN,Liven Pharma Limited
PHARMACEUTICALS,MACTER,Macter International Limited
PHARMACEUTICALS,OTSU,Otsuka Pakistan Limited
PHARMACEUTICALS,SEARL,The Searle Company Limited
POWER GENERATION & DISTRIBUTION,EPQL,Engro Powergen Qadirpur Limited
POWER GENERATION & DISTRIBUTION,GEMMEL,Mughal Energy Limited(GEM)
POWER GENERATION & DISTRIBUTION,HUBC,The Hub Power Company Limited
POWER GENERATION & DISTRIBUTION,KEL,K-Electric Limited
POWER GENERATION & DISTRIBUTION,KOHE,Kohinoor Energy Limited
POWER GENERATION & DISTRIBUTION,SEL,Sitara Energy Limited
POWER GENERATION & DISTRIBUTION,SGPL,S.G. Power Limited
PROPERTY,BRRG,B.R.R Guardian Limited
PROPERTY,JVDC,Javedan Corporation Limited
REAL ESTATE INVESTMENT TRUST,DCR,Dolmen City REIT
REAL ESTATE INVESTMENT TRUST,IREIT,Image Reit
REAL ESTATE INVESTMENT TRUST,SRR,Signature Residency Reit
REAL ESTATE INVESTMENT TRUST,TPLRF1,TPL REIT Fund I
REFINERY,ATRL,Attock Refinery Limited
REFINERY,CNERGY,Cnergyico PK  Limited
REFINERY,NRL,National Refinery Limited
REFINERY,PRL,Pakistan Refinery Limited
SUGAR & ALLIED INDUSTRIES,ADAMS,Adam Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,ALNRS,Al-Noor Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,BAFS,Baba Farid Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,CHAS,Chashma Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,FRSM,Faran Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,HRPL,Habib Rice Product Limited.
SUGAR & ALLIED INDUSTRIES,JDWS,JDW Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,JSML,Jauharabad Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,KPUS,Khairpur Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,MIRKS,Mirpurkhas Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,MRNS,Mehran Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,NONS,Noon Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,PMRS,The Premier Sugar Mills
SUGAR & ALLIED INDUSTRIES,SANSM,Sanghar Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,SASML,Sindh Abadgars Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,SHSML,Shahmurad Sugar Mills Limited
SUGAR & ALLIED INDUSTRIES,TCORP,Tariq Corporation Limited
SUGAR & ALLIED INDUSTRIES,TICL,The Thal Industries Corporation Limited
SYNTHETIC & RAYON,GATI,Gatron (Industries) Limited
SYNTHETIC & RAYON,IBFL,Ibrahim Fibres Limited
SYNTHETIC & RAYON,NSRM,The National Silk & Rayon Mills Limited
SYNTHETIC & RAYON,PSYL,Pakistan Synthetics Limited
SYNTHETIC & RAYON,RUPL,Rupali Polyester Limited
TECHNOLOGY & COMMUNICATION,AIRLINK,Air Link Communication Limited
TECHNOLOGY & COMMUNICATION,AVN,Avanceon Limited
TECHNOLOGY & COMMUNICATION,ITANZ,Itanz Technologies Limited
TECHNOLOGY & COMMUNICATION,NETSOL,NetSol Technologies Limited
TECHNOLOGY & COMMUNICATION,OCTOPUS,Octopus Digital Limited
TECHNOLOGY & COMMUNICATION,PAKD,Pak Datacom Limited
TECHNOLOGY & COMMUNICATION,QTECH,Quantum Data Technologies Limited
TECHNOLOGY & COMMUNICATION,SELECT,Select Technologies Limited
TECHNOLOGY & COMMUNICATION,STL,Supernet Technologies Limited
TECHNOLOGY & COMMUNICATION,SYM,Symmetry Group Limited
TECHNOLOGY & COMMUNICATION,SYS,Systems Limited
TECHNOLOGY & COMMUNICATION,TELE,Telecard Limited
TECHNOLOGY & COMMUNICATION,ZAL,Zarea Limited
TEXTILE COMPOSITE,AHTM,Ahmad Hassan Textile Mills Limited
TEXTILE COMPOSITE,ANL,Azgard Nine Limited
TEXTILE COMPOSITE,ANTM,AN Textile Mills Limited
TEXTILE COMPOSITE,BHAT,Bhanero Textile Mills Limited
TEXTILE COMPOSITE,BTL,Blessed Textiles Limited
TEXTILE COMPOSITE,CRTM,The Crescent Textile Mills Limited
TEXTILE COMPOSITE,FASM,Faisal Spinning Mills Limited
TEXTILE COMPOSITE,FML,Feroze1888 Mills Limited
TEXTILE COMPOSITE,FZCM,Fazal Cloth Mills Limited
TEXTILE COMPOSITE,GATM,Gul Ahmed Textile Mills Limited
TEXTILE COMPOSITE,GFIL,Ghazi Fabrics International Limited
TEXTILE COMPOSITE,HAEL,Hala Enterprises Limited
TEXTILE COMPOSITE,HAFL,Hafiz Limited
TEXTILE COMPOSITE,ILP,Interloop Limited
TEXTILE COMPOSITE,KHYT,Khyber Textile Mills Limited
TEXTILE COMPOSITE,KTML,Kohinoor Textile Mills Limited
TEXTILE COMPOSITE,MEHT,Mehmood Textile Mills Limited
TEXTILE COMPOSITE,NML,Nishat Mills Limited
TEXTILE COMPOSITE,REDCO,Redco Textiles Limited
TEXTILE COMPOSITE,REWM,Reliance Weaving Mills Limited
TEXTILE COMPOSITE,SAPT,Sapphire Textile Mills Limited
TEXTILE COMPOSITE,STML,Shams Textile Mills Limited
TEXTILE COMPOSITE,SURC,Suraj Cotton Mills Limited
TEXTILE COMPOSITE,TOWL,Towellers Limited
TEXTILE COMPOSITE,ZAHID,Zahidjee Textile Mills Limited
TEXTILE SPINNING,ARCTM,Arctic Textile Mills Limited
TEXTILE SPINNING,ASTM,Asim Textile Mills Limited
TEXTILE SPINNING,AWTX,Allawasaya Tex. & Finishing Mills Ltd
TEXTILE SPINNING,CCM,Crescent Cotton Mills Limited
TEXTILE SPINNING,CFL,Crescent Fibres Limited
TEXTILE SPINNING,DFSM,Dewan Farooque Spinning Mills Limited
TEXTILE SPINNING,DINT,Din Textile Mills Limited
TEXTILE SPINNING,DMC,D.M. Corporation Limited.
TEXTILE SPINNING,ELCM,Elahi Cotton Mills Limited
TEXTILE SPINNING,ELSM,Ellcot Spinning Mills Limited
TEXTILE SPINNING,GADT,Gadoon Textile Mills Limited
TEXTILE SPINNING,IDEAL,Ideal Dynamics Limited
TEXTILE SPINNING,IDRT,Idrees Textile Mills Limited
TEXTILE SPINNING,JATM,J.A. Textile Mills Limited
TEXTILE SPINNING,JDMT,Janana De Malucho Textile Mills Limited
TEXTILE SPINNING,KOHTM,Kohat Textile Mills Limited
TEXTILE SPINNING,MQTM,Maqbool Textile Mills Limited
TEXTILE SPINNING,NATM,Nadeem Textile Mills Limited
TEXTILE SPINNING,SERT,Service Industries Textiles Limited
TEXTILE SPINNING,SHCM,Shadman Cotton Mills Limited
TEXTILE SPINNING,SHDT,Shadab Textile Mills Limited
TEXTILE SPINNING,SNAI,Sana Industries Limited
TEXTILE SPINNING,SZTM,Shahzad Textile Mills Limited
TEXTILE SPINNING,TATM,Tata Textile Mills Limited
TEXTILE WEAVING,ASHT,Ashfaq Textile Mills Limited
TEXTILE WEAVING,ICCI,ICC Industries Limited
TEXTILE WEAVING,STJT,Shahtaj Textile Limited
TEXTILE WEAVING,ZTL,Zephyr Textiles Limited
TRANSPORT,BLUEX,Blue-Ex Limited
TRANSPORT,PIBTL,Pakistan International Bulk Terminal
TRANSPORT,PICT,Pakistan International Container
TRANSPORT,SLGL,Secure Logistics-Trax Group Limited
VANASPATI & ALLIED INDUSTRIES,POML,Punjab Oil Mills Limited
VANASPATI & ALLIED INDUSTRIES,SSOM,S.S.Oil Mills Limited
WOOLLEN,BNWM,Bannu Woollen Mills Limited
>>>>>>> 803464d (first commit)
